hr,ra,dec,parallax
HR  8631,22 40 52.68164,+14 32 56.9765,29.59 
HR  8632,22 40 30.8584750462,+44 16 34.706857320,9.3170 
HR  8633,22 40 18.4069877640,+53 50 45.336101820,9.4485 
HR  8634,22 41 27.7207176,+10 49 52.907917,15.96 
HR  8635,22 42 36.8833459086,-47 12 38.925760753,41.9811 
HR  8636,22 42 40.05027,-46 53 04.4752,18.43 
HR  8637,22 42 22.0870258608,-29 21 39.773254860,4.936 
HR  8638,22 41 31.3080323064,+30 57 57.105767160,3.4607 
HR  8639,22 42 43.0816800432,-44 14 52.882380132,3.8904 
HR  8640,22 41 28.6495065456,+40 13 31.609736580,2.5877 
HR  8641,22 41 45.4041684504,+29 18 27.631023336,11.6546 
HR  8642,22 41 57.4558645656,+14 30 59.018355504,11.1472 
HR  8643,22 41 36.0511405296,+41 32 56.847112224,10.6784 
HR  8644,22 43 29.9762552808,-41 24 51.643891310,13.4158 
HR  8645,22 43 03.41351,-08 18 41.1864,6.82 
HR  8646,22 44 16.4791985856,-60 29 58.621777476,6.2025 
HR  8647,22 43 14.2632529104,-06 57 46.574389404,7.8602 
HR  8648,22 42 20.8089832632,+53 54 31.492297980,2.6189 
HR  8649,22 43 35.2330664,-18 49 49.355686,7.53 
HR  8650,22 43 00.1288449480,+30 13 16.372969392,16.6308 
HR  8651,22 42 55.4466891648,+37 48 09.840220380,2.1623 
HR  8652,22 43 04.32021,+47 10 07.5091,1.29 
HR  8653,22 43 42.7099316856,+10 56 21.678440712,27.0654 
HR  8654,22 44 05.2167533018,+39 27 55.252590669,3.9099 
HR  8655,22 45 37.8819435648,-53 30 00.431531820,7.2136 
HR  8656,22 44 05.4787170600,+41 49 09.245333172,11.5268 
HR  8657,22 45 40.7845777776,-46 32 50.367080508,4.0934 
HR  8658,22 46 08.0342516928,-48 58 43.758224148,25.3417 
HR  8659,22 46 28.2929260296,-49 41 08.842262136,4.9819 
HR  8660,22 45 28.1758730160,+19 21 59.604955380,7.9563 
HR  8661,22 44 49.1179167192,+52 31 01.955564904,3.6622 
HR  8662,22 46 43.6800429600,-46 56 22.011642996,12.5598 
HR  8663,22 50 22.8139009656,-80 07 25.841844408,6.35 
HR  8664,22 49 41.1192486624,-77 03 03.804300972,9.951 
HR  8665,22 46 41.5798542334,+12 10 22.388860108,60.9161 
HR  8666,22 46 10.2221219664,+44 32 45.797281332,17.8595 
HR  8667,22 46 31.8778614,+23 33 56.356140,8.93 
HR  8668,22 47 19.1617527624,-34 09 42.192544608,9.017 
HR  8669,22 48 21.3849336840,-61 41 03.711973380,8.0812 
HR  8670,22 47 33.1234303320,-19 36 48.149104860,12.1682 
HR  8671,22 47 47.1486394536,-38 13 19.573006116,13.9152 
HR  8672,22 49 17.4705364560,-70 20 52.744069356,10.2089 
HR  8673,22 47 42.7694661672,-14 03 23.141291904,9.1322 
HR  8674,22 47 56.2031230752,-25 54 43.325288604,7.1379 
HR  8675,22 48 33.2980615128,-51 19 00.713323272,25.7902 
HR  8676,22 48 30.2102656368,-10 33 19.717787772,7.8081 
HR  8677,22 47 23.2377341352,+58 28 58.906076880,3.3163 
HR  8678,22 48 11.0349064152,+37 25 00.084143208,9.5287 
HR  8679,22 49 35.5009802675,-13 35 33.462758173,10.0171 
HR  8680,22 49 59.2228873368,-32 48 19.683288144,14.3608 
HR  8681,22 49 32.1409232136,+10 28 43.010181588,15.2858 
HR  8682,22 48 47.8965323832,+54 24 53.612429976,4.4303 
HR  8683,22 48 44.2560038568,+62 56 18.286416024,5.4956 
HR  8684,22 50 00.1930748087,+24 36 05.692620534,28.9340 
HR  8685,22 51 02.1589579824,-39 09 24.608634876,3.6273 
HR  8686,22 51 44.9544313872,-59 52 52.973496948,7.8093 
HR  8687,22 49 00.86577,+68 34 12.8073,15.70 
HR  8688,22 49 46.3147714872,+55 54 09.996118956,8.2924 
HR  8689,22 52 10.0136810380,-63 11 19.204685231,8.7033 
HR  8690,22 50 21.7785565224,+41 57 12.221400240,2.0266 
HR  8691,22 50 39.1273392624,+19 08 28.340009772,6.9597 
HR  8692,22 50 10.0938802752,+50 40 36.908660604,1.9489 
HR  8693,22 51 20.9384678256,-29 32 10.703677092,10.5194 
HR  8694,22 49 40.8174918750,+66 12 01.458192633,27.2869 
HR  8695,22 52 31.5301572432,-32 52 31.657761516,14.634 
HR  8696,22 51 22.62911,+61 41 48.2545,13.75 
HR  8697,22 52 24.0744611045,+09 50 08.394417666,36.5581 
HR  8698,22 52 36.8740445376,-07 34 46.548925356,8.936 
HR  8699,22 52 02.0338554336,+43 18 44.701857216,9.3012 
HR  8700,22 53 37.9323502176,-48 35 53.823928380,30.1918 
HR  8701,22 54 39.4819393536,-70 04 25.352060772,37.4641 
HR  8702,22 47 29.0691534336,+83 09 13.783501260,10.3313 
HR  8703,22 53 02.2663977960,+16 50 28.300547040,10.1655 
HR  8704,22 53 28.7049178152,-11 36 59.453153568,5.5008 
HR  8705,22 52 52.2489515544,+50 24 44.226537372,4.3839 
HR  8706,22 53 11.3764357656,+40 10 02.500865004,3.1222 
HR  8707,22 53 03.7845125472,+60 06 03.711574080,1.9819 
HR  8708,22 53 40.1609179248,+44 44 57.015416328,18.1487 
HR  8709,22 54 39.0062577912,-15 49 14.950434720,23.1451 
HR  8710,22 54 34.1217841656,-07 12 16.649036964,5.4411 
HR  8711,22 54 45.4698913584,-16 16 19.046212932,24.1373 
HR  8712,22 54 06.9827802864,+40 22 36.733241532,10.5059 
HR  8713,22 55 14.9052591168,-36 23 18.872589480,4.7611 
HR  8714,22 54 35.6272159944,+16 56 30.606025560,2.1405 
HR  8715,22 54 59.4854027112,+01 03 53.649607140,9.071 
HR  8716,22 55 10.9616331648,-04 59 16.449139284,11.2152 
HR  8717,22 55 13.6688813304,+08 48 58.253256468,11.1664 
HR  8718,22 55 02.6473045344,+37 04 36.582079476,23.4306 
HR  8719,22 55 51.5312984712,-31 37 59.643542064,1.9085 
HR  8720,22 55 56.9001952776,-32 32 22.646172516,19.1618 
HR  8721,22 56 24.0525564918,-31 33 56.030584767,131.5525 
HR  8722,22 56 47.8002992088,-47 58 09.193451916,12.7125 
HR  8723,22 55 44.5079270976,+36 21 05.025021984,4.5694 
HR  8724,22 56 51.4685568,+11 50 54.011509,10.12 
HR  8725,22 56 23.6299283136,+41 36 13.948480440,2.2387 
HR  8726,22 56 25.9983901008,+49 44 00.758688324,1.4018 
HR  8727,22 57 17.1943653480,-04 48 36.340607520,7.5687 
HR  8728,22 57 39.04625,-29 37 20.0533,129.81 
HR  8729,22 57 27.9804852576,+20 46 07.797040104,64.4048 
HR  8730,22 57 32.8043313816,+03 48 36.871702956,8.0969 
HR  8731,22 57 04.5020619144,+48 41 02.645623680,3.48 
HR  8732,22 58 35.0068184640,-35 31 23.624508936,14.4047 
HR  8733,22 57 40.7378078160,+39 18 31.592840184,2.2918 
HR  8734,22 58 15.5408995872,-02 23 43.383234768,49.7846 
HR  8735,22 58 23.6608197792,-01 24 36.745270380,10.731 
HR  8736,22 51 03.0627080880,+85 22 25.445316792,7.5731 
HR  8737,22 58 35.0805178,+09 21 24.676963,30.71 
HR  8738,22 58 42.6248870592,+07 20 24.285935040,9.8269 
HR  8739,22 59 11.81391,+11 43 43.8351,10.60 
HR  8740,22 59 35.7577834272,-29 27 44.322652908,10.4606 
HR  8741,22 59 35.6723105880,-13 04 15.230443872,4.5825 
HR  8742,22 59 27.4537431360,+00 57 46.528226028,11.7463 
HR  8743,23 00 05.7892478064,-25 09 51.047833032,4.9852 
HR  8744,22 59 10.3408607952,+52 39 16.310428056,4.4551 
HR  8745,22 59 09.0047427480,+59 48 52.747921836,2.3854 
HR  8746,23 00 24.6403015296,-25 37 36.651541332,8.5369 
HR  8747,23 00 52.8075557832,-52 45 14.799088368,19.9108 
HR  8748,22 54 24.9707515824,+84 20 46.231215936,8.7418 
HR  8749,23 01 07.5784812360,-50 57 00.102274452,6.8342 
HR  8750,23 00 37.9069813584,+00 11 09.109726800,4.7814 
HR  8751,23 00 42.9003626352,+03 00 42.494882868,7.3335 
HR  8752,23 00 05.1012218544,+56 56 43.350876312,0.2507 
HR  8753,23 00 42.4145355792,+31 04 58.664407044,5.7015 
HR  8754,23 01 19.3854442416,-28 51 14.260484664,6.2696 
HR  8755,23 00 34.3932651480,+45 22 29.301315672,1.7835 
HR  8756,23 01 23.0446104792,-22 47 27.218586228,7.7443 
HR  8757,23 01 23.6415625392,-07 03 40.152599388,7.1317 
HR  8758,23 00 54.7485457920,+38 42 28.238625504,2.6862 
HR  8759,23 01 31.7091399408,-04 42 41.253528996,3.0971 
HR  8760,23 02 34.10017,-36 25 15.1721,7.92 
HR  8761,23 01 30.7144632384,+57 06 19.657463220,2.3462 
HR  8762,23 01 55.2645930,+42 19 33.533383,4.75 
HR  8763,23 02 32.5566771888,-06 34 26.441616180,3.3883 
HR  8764,23 02 44.2505067936,-20 52 14.562297516,13.6014 
HR  8765,23 02 33.3753436296,+31 46 53.752791540,8.8734 
HR  8766,23 02 36.38176,+42 45 28.0628,7.74 
HR  8767,23 03 29.8154580840,-34 44 57.895528308,34.3871 
HR  8768,23 02 45.1478611209,+44 03 31.498436363,2.1847 
HR  8769,23 04 52.2201409680,-68 49 12.812522844,18.6455 
HR  8770,23 02 43.8966254040,+55 14 10.977469584,4.9004 
HR  8771,23 03 59.6388772752,-41 28 44.020852788,10.5079 
HR  8772,23 03 57.2733595505,-04 47 41.501076410,32.8200 
HR  8773,23 03 52.6134921,+03 49 12.166213,7.99 
HR  8774,23 04 39.6276709728,-53 57 53.647724016,7.9636 
HR  8775,23 03 46.45746,+28 04 58.0336,16.64 
HR  8776,23 04 00.7794879768,+06 36 58.826891448,12.3319 
HR  8777,23 03 23.7132519912,+60 26 43.462473756,1.9833 
HR  8778,23 03 21.3843546720,+58 33 49.913913420,11.5243 
HR  8779,23 03 32.8824892536,+67 12 33.158391444,8.138 
HR  8780,23 04 10.9826882352,+50 03 07.525524888,17.2629 
HR  8781,23 04 45.65345,+15 12 18.9617,24.46 
HR  8782,23 05 09.78684,-07 41 37.6853,15.57 
HR  8783,23 05 12.8535832968,-17 04 45.279640668,5.2458 
HR  8784,23 05 06.2917005960,+16 33 46.233983232,25.9384 
HR  8785,23 05 17.6330599776,+01 18 25.656541236,8.5375 
HR  8786,23 08 23.8404427608,-79 28 50.474822556,13.1893 
HR  8787,23 06 52.73046,-43 31 13.2857,24.73 
HR  8788,23 06 18.1409322336,+18 31 03.956259072,24.0162 
HR  8789,23 06 40.8477196320,-23 44 34.764069372,17.2892 
HR  8790,23 06 53.6261193384,-38 53 32.246540628,11.2249 
HR  8791,23 07 09.4404494664,-49 36 22.079580192,3.6329 
HR  8792,23 06 31.8853045584,+19 54 39.072222792,34.0772 
HR  8793,23 07 14.7743611128,-50 41 12.065595576,24.3269 
HR  8794,23 08 35.5958111232,-73 35 10.025542824,4.1965 
HR  8795,23 07 00.2607332832,+09 24 34.173822996,9.9197 
HR  8796,23 07 06.7418870416,+25 28 05.773861158,5.1778 
HR  8797,23 06 36.8178557,+59 25 11.135698,2.89 
HR  8798,23 07 27.7236490621,+32 49 31.237191641,7.2430 
HR  8799,23 07 28.7157209544,+21 08 03.310767492,24.462 
HR  8800,23 07 17.9993119296,+46 04 05.327603220,1.9256 
HR  8801,23 07 10.0549419072,+52 48 59.760688860,8.475 
HR  8802,23 08 21.0587090376,-28 49 25.323026880,11.8963 
HR  8803,23 07 10.4521822440,+59 43 38.617577868,2.1417 
HR  8804,23 07 39.2672021448,+46 23 14.030186820,9.155 
HR  8805,23 07 45.3835501176,+49 17 44.790446544,29.0956 
HR  8806,23 08 12.4165501632,+44 33 42.654171384,5.072 
HR  8807,23 08 40.9095327701,+02 07 40.355833093,13.6884 
HR  8808,23 07 47.7465973,+63 38 00.473547,2.44 
HR  8809,23 10 12.3355830456,-66 51 27.519431796,15.7547 
HR  8810,23 12 12.5331196008,-80 54 45.709800300,4.7085 
HR  8811,23 07 57.2052318000,+64 13 21.082279800,3.1396 
HR  8812,23 09 26.7960449399,-21 10 20.694738029,12.6710 
HR  8813,23 09 44.6303456568,-28 05 18.849864984,5.1364 
HR  8814,23 09 57.3469968176,-42 51 40.470798976,28.9182 
HR  8815,23 09 31.4573825,+08 40 37.763634,4.17 
HR  8816,23 09 49.5497799912,-14 30 37.998666504,9.6689 
HR  8817,23 09 54.8973579,-22 27 27.419185,6.47 
HR  8818,23 10 09.7354013520,-40 35 29.567235300,5.1432 
HR  8819,23 07 53.85377,+75 23 14.9951,13.22 
HR  8820,23 10 21.5282650093,-45 14 48.154088232,15.8566 
HR  8821,23 10 01.4610236448,+09 49 19.496839800,4.9594 
HR  8822,23 09 44.1389006784,+59 19 57.687059136,1.19 
HR  8823,23 10 46.5942296448,-29 31 30.520389648,8.5512 
HR  8824,23 10 42.6370767696,+17 35 39.743032596,6.6983 
HR  8825,23 10 27.2411998176,+43 32 38.534035632,35.5518 
HR  8826,23 11 44.1902106072,+08 43 12.418504104,13.4598 
HR  8827,23 11 49.1895303744,+26 50 50.357436828,13.4403 
HR  8828,23 13 15.3076560264,-49 37 06.964349196,5.5518 
HR  8829,23 14 06.5877117106,-62 42 00.008075788,34.2500 
HR  8830,23 12 33.0035121942,+49 24 22.345927341,40.2940 
HR  8831,23 13 03.9859623096,+29 26 29.494400604,8.551 
HR  8832,23 13 16.9749603608,+57 10 06.083823619,152.8640 
HR  8833,23 13 26.5044014064,+11 03 54.015488604,9.4433 
HR  8834,23 14 19.3582404192,-06 02 56.423128812,14.3482 
HR  8835,23 14 58.6198746888,-41 06 19.420415532,13.9939 
HR  8836,23 14 40.1726552976,-10 41 19.390875504,4.6192 
HR  8837,23 14 14.3818844736,+50 37 04.421676360,8.511 
HR  8838,23 14 21.7167672288,+29 46 18.591307932,9.6075 
HR  8839,23 14 36.4914849720,+24 06 10.427799780,6.7263 
HR  8840,23 15 34.2574251888,-03 29 46.962267252,13.435 
HR  8841,23 15 53.4940495770,-09 05 15.844964053,22.0924 
HR  8842,23 15 46.2908754264,+28 14 52.431363636,3.2424 
HR  8843,23 16 57.6874876272,-62 00 04.312068048,48.9174 
HR  8844,23 14 37.1050796664,+74 13 52.577578380,7.3176 
HR  8845,23 15 57.8875179648,+24 46 15.392964612,22.4452 
HR  8846,23 16 39.7909488720,-44 29 20.988938904,10.1924 
HR  8847,23 16 49.8299102064,-41 11 39.817266216,7.1459 
HR  8848,23 17 25.7564454336,-58 14 08.524954176,44.0808 
HR  8849,23 19 08.6494286712,-79 28 20.574041988,6.7897 
HR  8850,23 16 50.9391613,-07 43 35.402266,5.32 
HR  8851,23 15 37.7393154216,+70 53 17.094451632,8.7121 
HR  8852,23 17 09.9371132484,+03 16 56.245688417,24.1958 
HR  8853,23 16 42.3035603040,+53 12 48.509346060,48.5197 
HR  8854,23 16 27.0504015456,+61 57 46.592189568,0.6389 
HR  8855,23 18 20.0232616392,-67 28 16.239027360,5.2826 
HR  8856,23 17 40.0842600720,-11 42 46.595138400,7.9759 
HR  8857,23 17 16.6735839312,+45 09 51.000175260,11.8059 
HR  8858,23 17 54.2137206,-09 10 57.067524,8.12 
HR  8859,23 18 09.8840454696,-40 49 27.703073964,29.1514 
HR  8860,23 17 44.6472657024,+49 00 55.082930904,5.6963 
HR  8861,23 17 56.0115388728,+45 29 20.119357248,5.537 
HR  8862,23 28 03.7855199112,-87 28 55.966569888,6.8009 
HR  8863,23 18 49.4375987895,-32 31 55.278901051,17.2909 
HR  8864,23 18 23.3222305344,+41 46 25.204271880,7.1328 
HR  8865,23 18 57.6766613352,-09 36 38.695365432,14.1132 
HR  8866,23 19 06.7191981624,-13 27 31.825994400,39.4019 
HR  8867,23 17 18.8982475176,+75 17 56.494582152,6.207 
HR  8868,23 19 23.9771854656,-05 07 27.661993500,29.0838 
HR  8869,23 19 24.1065502560,-18 04 31.345778100,2.7537 
HR  8870,23 19 02.4129346656,+45 08 12.297468732,7.3447 
HR  8871,23 19 43.1483597904,-33 42 28.988531100,5.4677 
HR  8872,23 18 37.49189,+68 06 41.1938,16.06 
HR  8873,23 19 27.4139069808,+34 47 35.456951904,3.3875 
HR  8874,23 19 29.8077401832,+48 37 31.163086704,11.3828 
HR  8875,23 19 41.5551924456,+48 22 51.370292892,8.1471 
HR  8876,23 19 52.4253830808,+42 04 41.051626104,6.8444 
HR  8877,23 20 50.17925,-50 18 23.6192,11.60 
HR  8878,23 20 20.5830465120,+05 22 52.708387620,9.0926 
HR  8879,23 20 40.8869039784,-05 54 28.690199136,8.2434 
HR  8880,23 20 38.2462291728,+23 44 25.278232056,20.7145 
HR  8881,23 20 14.3795474712,+61 58 12.460711368,3.0137 
HR  8882,23 20 49.5583920720,+30 24 53.728666452,6.6356 
HR  8883,23 21 15.4989573624,-26 59 12.365460132,9.8619 
HR  8884,23 20 44.0984476200,+44 06 58.199710068,13.7783 
HR  8885,23 20 53.2636122960,+38 10 56.367077592,23.7806 
HR  8886,23 20 34.5357932472,+62 12 47.751361704,1.3555 
HR  8887,23 21 54.9355129488,+31 48 44.875753164,4.7612 
HR  8888,23 21 58.2511522920,+26 36 32.072495976,14.4243 
HR  8889,23 22 56.7728856888,-60 03 21.024954540,3.3945 
HR  8890,23 22 39.17113,-15 02 21.6245,15.30 
HR  8891,23 22 40.5120426864,+20 49 43.371954408,4.645 
HR  8892,23 22 58.2258307196,-20 06 02.095519871,19.8558 
HR  8893,23 23 04.5677946672,+12 18 50.076368928,9.5158 
HR  8894,23 22 32.5327535256,+60 08 00.552165504,2.1569 
HR  8895,23 23 54.5213186088,-53 48 31.463504820,7.9856 
HR  8896,23 23 45.4232395320,-43 07 27.936531408,3.7016 
HR  8897,23 23 31.9452166944,+00 17 28.779896076,3.1816 
HR  8898,23 24 13.2607743528,-51 53 28.224034944,4.8124 
HR  8899,23 23 47.5406173296,+32 31 52.702117932,15.0601 
HR  8900,23 24 07.8528393792,-18 41 16.789919028,8.5632 
HR  8901,23 25 19.4647706184,-56 50 56.341542084,10.5993 
HR  8902,23 24 34.9091621400,+41 06 46.456539876,2.4623 
HR  8903,23 24 50.8325128824,+32 23 05.570367648,7.0862 
HR  8904,23 24 50.2623747,+62 16 58.109355,4.15 
HR  8905,23 25 22.7828725585,+23 24 14.762916815,18.7061 
HR  8906,23 26 02.7858628622,-20 38 31.264751688,10.5874 
HR  8907,23 26 36.5609994960,-52 43 17.679494676,31.4197 
HR  8908,23 27 07.4233185192,-66 34 51.232209240,2.9698 
HR  8909,23 27 14.9927333112,-58 28 33.990846708,10.2802 
HR  8910,23 27 09.1090945128,-50 09 26.078801220,6.8237 
HR  8911,23 26 55.9558721856,+01 15 20.177913204,20.3154 
HR  8912,23 27 14.7930085872,+01 07 21.385351128,7.6226 
HR  8913,23 27 07.4001167376,+42 54 43.235672544,10.3618 
HR  8914,23 28 00.6932919264,-35 32 40.134312420,6.1158 
HR  8915,23 27 40.3863467760,+25 10 02.205470820,8.5728 
HR  8916,23 27 58.0946643849,+06 22 44.372303191,19.2434 
HR  8917,23 28 05.1951943032,-11 26 59.119559916,7.6607 
HR  8918,23 27 16.6294176888,+70 21 35.217101376,15.3891 
HR  8919,23 29 00.9815552856,-63 06 38.359594512,8.4057 
HR  8920,23 29 00.8266412256,-44 29 53.045717028,5.7692 
HR  8921,23 29 00.6627506589,-09 15 57.952673702,4.1724 
HR  8922,23 29 05.6768891832,+23 02 53.098288944,7.076 
HR  8923,23 29 09.2992398120,+12 45 37.979571348,17.1942 
HR  8924,23 29 32.0817754272,-04 31 57.892874556,21.983 
HR  8925,23 30 07.4135665968,+49 07 59.322247896,3.2286 
HR  8926,23 30 01.9406369832,+58 32 56.112185112,4.8857 
HR  8927,23 30 39.5610334848,+38 39 44.113353084,5.5741 
HR  8928,23 31 01.1420538840,-06 17 17.085714504,2.8361 
HR  8929,23 31 26.9614390824,-44 50 36.893177520,8.4607 
HR  8930,23 31 17.4132523248,+39 14 10.314703644,13.1681 
HR  8931,23 31 31.5027738192,-04 05 14.650543968,38.7113 
HR  8932,23 31 42.0378138336,-21 22 10.064326116,13.6139 
HR  8933,23 31 43.0297787640,+28 24 12.555107604,7.0059 
HR  8934,23 31 57.5668055688,-01 05 09.224483748,4.4107 
HR  8935,23 33 19.5789042168,-77 23 07.194545808,32.1023 
HR  8936,23 32 24.7854321456,+34 57 08.427742740,4.7747 
HR  8937,23 32 58.2607029954,-37 49 05.825575113,17.8057 
HR  8938,23 27 00.9306209496,+87 18 27.041264352,10.3621 
HR  8939,23 33 16.6221708982,-20 54 52.182140526,13.0753 
HR  8940,23 33 28.0929586811,+22 29 55.610550206,5.8449 
HR  8941,23 33 42.9856982760,+45 03 29.143964844,6.1629 
HR  8942,23 33 55.4908710312,+20 50 27.357660600,2.4947 
HR  8943,23 33 57.18791,+31 19 31.0058,5.94 
HR  8944,23 34 09.0149355936,-01 14 51.220689108,14.5356 
HR  8945,23 35 12.9981909072,-64 41 20.839839612,10.9375 
HR  8946,23 34 49.3595371536,-15 14 45.608293212,8.5286 
HR  8947,23 34 37.5368337288,+40 14 11.182658856,13.0457 
HR  8948,23 34 38.2027296504,+33 29 50.381835288,10.558 
HR  8949,23 35 04.5603656472,-42 36 54.503275932,12.3056 
HR  8950,23 34 46.7420483784,+38 01 26.404837788,3.9098 
HR  8951,23 35 32.0719161072,-07 27 51.947585460,5.9807 
HR  8952,23 34 59.0427914904,+71 38 31.359003828,1.8264 
HR  8953,23 35 55.9421542680,+24 33 39.651268608,2.599 
HR  8954,23 36 23.2846433400,+02 06 07.997904288,30.6828 
HR  8955,23 36 30.5129112192,+32 54 15.166973556,13.1462 
HR  8956,23 37 05.3810762256,-31 52 16.088545236,4.066 
HR  8957,23 38 23.8862461056,-76 52 10.356660192,6.0864 
HR  8958,23 37 39.5600002464,-13 03 36.868442292,11.0119 
HR  8959,23 37 50.9941814,-45 29 32.467174,16.29 
HR  8960,23 37 39.7431960696,+16 49 31.793327544,8.5284 
HR  8961,23 37 33.8427800830,+46 27 29.344721109,38.5736 
HR  8962,23 37 32.04280,+44 25 44.3723,4.04 
HR  8963,23 37 56.8022924640,+18 24 02.398089780,13.4192 
HR  8964,23 37 58.4879988924,+46 11 57.964746541,43.8426 
HR  8965,23 38 08.2012983,+43 16 05.064880,6.53 
HR  8966,23 39 27.94416,-46 38 16.0796,12.68 
HR  8967,23 39 08.3316539712,+50 28 18.237535608,7.7914 
HR  8968,23 39 47.0693895048,-14 13 19.753147128,24.9012 
HR  8969,23 39 57.0413764,+05 37 34.647529,72.92 
HR  8970,23 39 55.0403676432,+09 40 38.269210800,14.0509 
HR  8971,23 39 10.1743271688,+75 17 34.373610168,11.7781 
HR  8972,23 39 21.1373683176,+74 00 09.639206568,10.0525 
HR  8973,23 40 02.8168214040,+37 39 09.508011444,10.8719 
HR  8974,23 39 20.9104133784,+77 37 56.510781384,72.5167 
HR  8975,23 40 38.1487966248,-32 04 23.247048216,11.2737 
HR  8976,23 40 24.5076320,+44 20 02.156595,19.37 
HR  8977,23 40 40.6358548488,+36 43 14.758053456,23.0158 
HR  8978,23 41 06.9839922504,-24 09 37.730540196,3.9543 
HR  8979,23 41 08.9122868619,-11 40 50.345125880,9.1816 
HR  8980,23 41 34.4885589720,-18 01 37.467673752,4.3092 
HR  8981,23 41 26.7851881704,+49 30 44.699747112,4.8422 
HR  8982,23 41 45.8063762520,-17 48 59.515007076,4.5743 
HR  8983,23 41 56.6897957112,+07 15 01.974945852,10.5925 
HR  8984,23 42 02.8053593984,+01 46 48.151697051,31.1970 
HR  8985,23 41 54.5625478704,+57 15 35.834024952,3.6751 
HR  8986,23 42 14.6669334792,+44 59 30.173561160,4.2001 
HR  8987,23 42 27.8224646256,-15 26 52.904214708,4.3874 
HR  8988,23 42 43.3453038933,-14 32 41.659905000,20.8948 
HR  8989,23 42 20.9518695888,+64 30 55.415090016,2.8897 
HR  8990,23 42 31.4587582128,+61 40 45.743658132,6.936 
HR  8991,23 43 22.3587666672,+10 19 53.536874160,5.0882 
HR  8992,23 43 49.4634303216,-15 17 04.176349872,2.5931 
HR  8993,23 44 01.3214010225,-45 04 59.233482053,13.4484 
HR  8994,23 44 25.4318400456,-70 29 24.812482380,21.5057 
HR  8995,23 44 40.8645856608,-78 47 29.186076228,5.7766 
HR  8996,23 44 12.0463373040,-64 24 16.027553304,4.6033 
HR  8997,23 43 59.48560,+29 21 41.2342,14.54 
HR  8998,23 44 12.0781022760,-18 16 37.018426728,7.5902 
HR  8999,23 44 29.0653971768,-26 14 47.883366276,15.4265 
HR  9000,23 44 48.3962003616,+55 47 58.874099532,6.7246 
HR  9001,23 46 01.2562482888,-40 10 57.236437668,14.9843 
HR  9002,23 46 00.9225438,-18 40 42.031269,~ 
HR  9003,23 46 02.0470343064,+46 25 12.986458896,1.6352 
HR  9004,23 46 23.5164473376,+03 29 12.519049272,4.0894 
HR  9005,23 46 36.7365639936,+66 46 56.081325468,2.5336 
HR  9006,23 47 15.9964216632,-50 13 35.251982724,5.4931 
HR  9007,23 47 23.3587856832,-68 23 38.286706452,8.745 
HR  9008,23 47 03.4543856136,+58 39 07.167728628,18.7789 
HR  9009,23 47 15.9119280096,-11 54 40.061255796,10.1227 
HR  9010,23 47 01.9184555184,+57 27 04.892546304,2.0215 
HR  9011,23 47 33.0491881873,+46 49 57.221688449,1.9698 
HR  9012,23 47 56.5419212784,-02 45 41.752306188,10.8544 
HR  9013,23 47 54.7708751688,+67 48 24.512513328,10.4629 
HR  9014,23 48 32.4794141016,-06 22 49.524743316,3.4764 
